AREA,PERIMETER,MAJOR_AXIS,MINOR_AXIS,ECCENTRICITY,EQDIASQ,SOLIDITY,CONVEX_AREA,EXTENT,ASPECT_RATIO,ROUNDNESS,COMPACTNESS,SHAPEFACTOR_1,SHAPEFACTOR_2,SHAPEFACTOR_3,SHAPEFACTOR_4,meanRR,meanRG,meanRB,StdDevRR,StdDevRG,StdDevRB,skewRR,skewRG,skewRB,kurtosisRR,kurtosisRG,kurtosisRB,entropyRR,entropyRG,entropyRB,meanH,meanS,meanV,StdDevH,StdDevS,StdDevV,skewH,skewS,skewV,kurtosisH,kurtosisS,kurtosisV,entropyH,entropyS,entropyV,meanL,meanA,meanB,StdDevL,StdDevA,StdDevB,skewL,skewA,skewB,kurtosisL,kurtosisA,kurtosisB,entropyL,entropyA,entropyB,meanY,meanCb,meanCr,StdDevY,StdDevCb,StdDevCr,skewY,skewCb,skewCr,kurtosisY,kurtosisCb,kurtosisCr,entropyY,entropyCb,entropyCr,meanXX,meanYY,meanZZ,StdDevXX,StdDevYY,StdDevZZ,skewXX,skewYY,skewZZ,kurtosisXX,kurtosisYY,kurtosisZZ,entropyXX,entropyYY,entropyZZ,ALLdaub4RR,ALLdaub4RG,ALLdaub4RB,ALLdaub4H,ALLdaub4S,ALLdaub4V,ALLdaub4L,ALLdaub4a,ALLdaub4b,ALLdaub4Y,ALLdaub4Cb,ALLdaub4Cr,ALLdaub4XX,ALLdaub4YY,ALLdaub4ZZ,CLASS
8285,355.402,144.2111,74.2505,0.8573,102.7073,0.9736,8510,0.7775,1.9422,0.8243,0.7122,0.0174,0.009,0.5072,0.9852,223.2935,223.8027,229.7294,17.5835,17.8987,17.4802,-1.417,-1.4117,-1.503,7.6324,7.5595,7.9162,-4503560192,-4527131136,-4789427200,0.6464,0.0291,0.9009,0.0444,0.0107,0.0685,-9.397,1.7666,-1.5018,133.7027,8.0666,7.9143,2996.6089,53.2942,1298.0537,227.3104,128.3883,124.7897,16.2143,0.7105,1.1965,-1.5461,1.8849,-1.1372,8.3471,6.8599,6.7905,-4675854848,-1326127616,-1245594240,208.6561,130.4894,127.1493,15.253,1.1341,0.3571,-1.4154,1.6509,1.9841,7.6073,6.3623,4.9956,-3879069952,-1374549376,-1298019456,0.7201,0.7533,0.8603,0.1185,0.1252,0.1378,-0.7791,-0.7642,-0.8483,4.5262,4.4738,4.6876,2561.4829,2362.2307,1439.1191,111.6339,111.8884,114.8529,0.3231,0.0146,0.4504,113.6413,64.1956,62.3947,104.3191,65.2455,63.5741,0.36,0.3766,0.4301,Arborio
7223,442.305,213.2577,43.5758,0.9789,95.899,0.9767,7395,0.4285,4.894,0.464,0.4497,0.0295,0.006,0.2022,0.9896,219.4649,219.2549,228.5269,16.2774,16.4062,16.4209,-2.0681,-2.0626,-2.571,12.1662,11.9771,14.1517,-3777286144,-3769855232,-4124564480,0.6619,0.0416,0.8962,0.0788,0.015,0.0644,-7.4787,-0.2502,-2.5704,63.2845,2.7224,14.1511,2554.0933,85.2429,1192.5393,223.5495,129.2385,123.3737,15.0576,0.7666,1.7143,-2.2687,0.158,0.4223,13.2041,2.7306,2.7019,-3927817984,-1173103360,-1059054848,205.2554,131.9204,127.2289,14.021,1.5525,0.5334,-2.1404,-0.3112,0.1531,12.3673,2.3668,3.5408,-3259602432,-1227624448,-1133211904,0.6937,0.7214,0.8459,0.1039,0.1093,0.1222,-1.2133,-1.1388,-1.586,7.6434,7.403,8.5948,2377.8081,2265.9585,1463.2152,109.6997,109.5946,114.2349,0.3308,0.0208,0.448,111.7444,64.6192,61.6833,102.5999,65.9617,63.6142,0.3466,0.3604,0.4227,Basmati
7837,433.223,200.2315,50.9855,0.967,99.8918,0.969,8088,0.591,3.9272,0.5247,0.4989,0.0255,0.0065,0.2489,0.9774,217.7629,225.1988,231.6968,14.7745,15.1151,13.995,-1.4352,-1.7772,-2.8436,10.8584,11.7135,18.2451,-4024755456,-4330561024,-4603091968,0.5692,0.0606,0.9088,0.0474,0.0193,0.0548,-3.9417,-0.6866,-2.8193,42.6394,2.7343,18.0946,2834.2478,169.5718,1174.4436,227.2979,126.4604,123.786,13.6085,1.1077,2.0599,-1.9606,-0.3428,0.4253,13.1586,3.3128,1.8876,-4414092288,-1213309056,-1157703808,208.1414,131.8756,124.2375,12.6922,1.616,1.1405,-1.8215,-0.6856,0.4797,12.284,2.5525,3.1669,-3642034176,-1331003264,-1166749824,0.7079,0.7512,0.8728,0.0969,0.1045,0.1082,-0.8757,-0.8471,-1.6543,7.2465,6.9087,10.2125,2551.4685,2331.5732,1390.0383,108.85,112.5666,115.8214,0.2847,0.0303,0.4543,113.6181,63.233,61.8926,104.0434,65.9414,62.1188,0.3537,0.3754,0.4362,Basmati
9866,413.913,177.7572,71.2339,0.9162,112.0794,0.98,10067,0.6671,2.4954,0.7237,0.6305,0.018,0.0072,0.3976,0.9921,225.3908,224.0582,215.9814,12.2233,11.9951,12.3644,-1.8802,-1.9234,-1.3582,13.0636,13.6099,10.2585,-5451152896,-5380477952,-4968289280,0.1448,0.042,0.8841,0.0456,0.0186,0.0479,9.5226,0.7295,-1.8716,171.5034,3.1739,13.0553,797.658,121.3213,1838.7948,227.2422,127.4779,132.294,10.964,0.7503,1.8335,-2.0502,0.0739,0.7038,14.4254,4.0786,3.7984,-5545135104,-1554598144,-1687437568,207.9732,124.2091,129.3933,10.3259,1.7469,0.8101,-1.8812,-0.5199,1.0998,13.3105,3.2012,4.9305,-4569607168,-1468299648,-1606601600,0.7054,0.7469,0.7595,0.0807,0.0849,0.0918,-0.9824,-1.0135,-0.6451,8.3671,8.5939,7.147,3284.8267,3047.7522,2933.4189,112.6347,111.9674,107.928,0.0725,0.021,0.4418,113.565,63.7385,66.1471,103.9351,62.1028,64.6969,0.3523,0.373,0.3793,Ipsala
12972,454.396,179.2032,94.6922,0.849,128.5164,0.9638,13459,0.7268,1.8925,0.7895,0.7172,0.0138,0.0073,0.5143,0.9733,240.8646,241.3464,237.1444,11.8029,11.6663,12.6089,-2.7633,-2.897,-2.0118,18.4645,19.4177,13.5043,-8279720448,-8315215360,-8007502336,0.1581,0.0181,0.947,0.0801,0.0143,0.0457,0.0418,1.1791,-2.927,11.8429,5.2802,19.5897,1284.179,46.7607,1191.8074,242.5591,127.4031,129.9318,10.5846,0.5562,1.5722,-2.9761,-0.1988,1.3273,20.3592,2.6107,5.5524,-8402088448,-2041327488,-2132127232,222.7727,126.2511,128.0614,10.1179,1.3689,0.5549,-2.7705,-1.4394,1.6212,18.5585,6.333,8.4229,-6978856448,-2001079296,-2064668160,0.8339,0.8822,0.9319,0.0855,0.0891,0.103,-1.781,-1.8968,-1.281,11.0003,11.6094,8.4785,3040.6292,2262.3364,1212.7693,120.3891,120.6299,118.5296,0.0792,0.0091,0.4733,121.2398,63.7016,64.9655,111.3508,63.1262,64.0304,0.4167,0.4409,0.4657,Ipsala
8986,371.042,149.5822,77.3792,0.8558,106.9642,0.9715,9250,0.6915,1.9331,0.8202,0.7151,0.0166,0.0086,0.5113,0.9885,220.7286,221.2894,227.004,21.5415,21.8744,20.5799,-1.0116,-1.0024,-1.2521,5.2934,5.2185,6.1887,-4782836224,-4810918912,-5076506624,0.6442,0.0289,0.8902,0.033,0.0129,0.0807,-8.6928,1.1123,-1.2529,169.2718,4.1747,6.1899,3263.335,59.0001,1499.293,224.9682,128.4043,124.9932,19.8316,0.7174,1.4353,-1.1255,1.7828,-0.9064,5.757,5.6912,3.8653,-4974835712,-1438728832,-1355922432,206.4691,130.4969,127.0957,18.5668,1.2378,0.2942,-1.0295,1.2371,2.7488,5.3367,4.1205,8.5552,-4125719552,-1491066752,-1406532096,0.7049,0.7377,0.8406,0.1431,0.1519,0.161,-0.4747,-0.4482,-0.6236,3.3744,3.3029,3.7338,2716.8264,2498.3875,1612.2218,110.3606,110.6413,113.4979,0.3221,0.0144,0.4451,112.4795,64.2027,62.4974,103.2334,65.2484,63.5476,0.3524,0.3688,0.4203,Arborio
6078,292.848,110.4929,70.9824,0.7664,87.9702,0.9719,6254,0.6994,1.5566,0.8906,0.7962,0.0182,0.0117,0.6339,0.9867,197.6063,197.691,221.4636,14.2821,14.332,16.1155,-2.4036,-2.4675,-2.8343,13.6296,13.9338,15.0154,-2525902848,-2528371456,-3241199616,0.6659,0.1093,0.8685,0.011,0.0179,0.0632,-0.2148,-0.4717,-2.8338,6.7546,3.3361,15.0136,2190.1538,324.5739,1230.6038,204.696,131.498,116.0689,13.5297,0.9241,2.2841,-2.6577,-0.6681,0.8352,15.066,5.2815,3.6327,-2725506816,-1025621888,-778968832,188.0846,138.3105,126.1486,12.4058,1.9512,0.5883,-2.5319,-0.8665,1.0912,14.1786,3.7854,5.9062,-2264497920,-1146611712,-935804480,0.5684,0.5788,0.7742,0.0812,0.0832,0.1104,-1.6194,-1.5369,-1.9272,9.2544,9.0831,9.8407,2151.5444,2154.4128,1697.3254,98.7506,98.791,110.6806,0.333,0.0547,0.434,102.2972,65.7495,58.0321,93.9983,69.1566,63.0753,0.2839,0.2891,0.3868,Karacadag
7025,323.852,132.3302,68.0787,0.8575,94.5754,0.9809,7162,0.7505,1.9438,0.8417,0.7147,0.0188,0.0097,0.5108,0.9929,213.1523,211.8921,217.5929,17.946,18.0361,17.9238,-0.828,-0.7926,-0.9136,4.8313,4.6661,5.2248,-3453744128,-3409937664,-3611567360,0.6818,0.0263,0.8533,0.1442,0.0139,0.0703,-4.2644,0.8571,-0.9134,20.4456,3.4756,5.2246,2307.6667,40.9794,1531.7756,216.8764,129.11,125.4846,16.5073,0.5162,1.4465,-0.8915,0.9145,-0.648,5.1192,5.8285,2.8603,-3581150976,-1138416256,-1069241472,198.8605,130.2416,128.1745,15.4439,1.3343,0.3796,-0.8151,1.082,1.7152,4.7686,3.5538,3.9414,-2963325696,-1160672896,-1120289152,0.6426,0.6694,0.7623,0.1157,0.1215,0.1347,-0.3576,-0.3434,-0.4048,3.238,3.1852,3.3917,2372.6782,2305.5757,1911.446,106.5165,105.887,108.7318,0.3407,0.0131,0.4264,108.3844,64.5538,62.7449,99.3787,65.119,64.0875,0.3209,0.3343,0.3807,Arborio
7238,405.521,188.8692,49.7949,0.9646,95.9985,0.9695,7466,0.4396,3.7929,0.5531,0.5083,0.0261,0.0069,0.2583,0.9799,221.9461,221.9258,241.299,16.7804,16.9204,17.0657,-2.5113,-2.5686,-3.8321,13.885,14.0873,19.914,-3880258048,-3879944448,-4653030912,0.6675,0.0826,0.9463,0.0203,0.0254,0.0669,0.7802,-0.6388,-3.833,26.0343,3.3239,19.9192,2600.5017,256.3622,628.6969,226.577,130.8172,118.5,15.5093,1.2019,3.1359,-2.8459,-0.3579,0.53,15.6418,3.1117,3.1376,-4054050304,-1207519360,-971517184,208.52,136.3582,126.4901,14.3863,2.7355,0.7612,-2.7704,-0.6767,0.8402,15.0179,3.1867,3.0188,-3381431296,-1323695232,-1121093888,0.7271,0.7471,0.9463,0.1051,0.1109,0.1263,-1.9489,-1.7057,-3.0729,10.3356,9.4964,14.5538,2268.7942,2159.9041,420.4286,110.9423,110.9329,120.618,0.3337,0.0413,0.473,113.2564,65.408,59.2501,104.2351,68.179,63.2445,0.3635,0.3735,0.4731,Basmati
7941,352.053,146.0068,69.8551,0.8781,100.5525,0.9822,8085,0.6659,2.0901,0.8051,0.6887,0.0184,0.0088,0.4743,0.9913,219.2038,219.7221,225.1442,18.7353,19.0458,18.6379,-1.393,-1.3725,-1.4038,7.0487,6.8983,7.0735,-4151453440,-4174028288,-4398701056,0.6444,0.0274,0.8829,0.0371,0.0132,0.0731,-8.38,1.2808,-1.4034,149.7178,4.517,7.0726,2880.1616,48.2488,1428.6727,223.6065,128.4339,125.2472,17.3719,0.7402,1.5471,-1.4902,1.5524,-1.0495,7.4774,4.6821,3.4386,-4328888320,-1272067328,-1203652608,205.1157,130.4289,127.1432,16.2339,1.2851,0.3842,-1.381,1.1558,1.3815,6.9665,3.5657,4.9419,-3585571584,-1316166784,-1243994496,0.6913,0.7235,0.8236,0.1227,0.1296,0.1429,-0.7398,-0.7285,-0.7637,4.5331,4.488,4.588,2545.7876,2392.4939,1686.1293,109.5774,109.8354,112.5464,0.3223,0.0137,0.4414,111.7783,64.2178,62.6237,102.536,65.2135,63.5723,0.3456,0.3617,0.4117,Arborio
5260,318.104,145.0062,46.8068,0.9465,81.8367,0.979,5373,0.5543,3.098,0.6532,0.5644,0.0276,0.0089,0.3185,0.9867,172.181,171.2401,181.8914,12.3823,12.3384,11.6617,0.4345,0.4284,-0.1616,5.4966,5.5251,6.6019,-1616458112,-1597181824,-1820621440,0.6817,0.0589,0.7133,0.0266,0.0158,0.0457,-19.2577,-0.8943,-0.1613,493.7496,3.0918,6.6016,1867.6611,107.0542,1782.9379,179.4403,130.0177,122.8011,11.6059,0.6476,1.3773,0.3102,-0.0714,0.9309,5.6822,3.675,3.3054,-1767448192,-865676864,-763288000,164.3238,132.3646,127.6106,10.5073,1.2691,0.4877,0.3797,-0.954,-0.4538,5.6366,2.7743,1.2059,-1456923008,-900588160,-830708352,0.4038,0.4168,0.5037,0.0637,0.0671,0.0725,0.9196,0.9713,0.5704,6.0639,6.0468,6.1907,1528.5653,1568.072,1784.3502,86.1,85.6297,90.9527,0.3409,0.0294,0.3567,89.7306,65.0086,61.4009,82.1681,66.1818,63.8055,0.202,0.2085,0.2519,Jasmine
5250,320.841,145.6941,46.7558,0.9471,81.7588,0.9711,5406,0.6181,3.1161,0.6409,0.5612,0.0278,0.0089,0.3149,0.9813,192.9368,207.1292,223.8261,13.0416,13.97,15.2497,-2.3159,-2.8901,-2.9636,14.1007,15.2576,14.9558,-2068808064,-2416396544,-2862972416,0.5903,0.1377,0.8777,0.0139,0.0196,0.0598,-14.1631,-1.3543,-2.9628,632.2453,8.2579,14.9525,1927.0038,396.9577,1006.2021,210.2128,125.6112,117.9747,12.8893,0.959,1.697,-2.9623,0.973,0.5416,16.0608,5.3585,6.6776,-2493295616,-800780480,-697342464,191.9091,137.1943,120.6328,11.8052,1.5682,1.4499,-2.8055,-0.4665,1.3196,15.1505,6.5672,5.4122,-2042714240,-972800576,-732465408,0.5813,0.6179,0.7972,0.0774,0.0822,0.1067,-1.8796,-1.969,-2.2229,10.765,10.9078,10.8364,1871.1189,1865.4072,1374.7368,96.3745,103.4685,111.8109,0.2952,0.0689,0.4385,105.0141,62.8041,58.9905,95.8745,68.5949,60.3179,0.2901,0.3084,0.3979,Jasmine
6989,320.224,128.7463,69.5572,0.8415,94.3328,0.9782,7145,0.6462,1.8509,0.8565,0.7327,0.0184,0.01,0.5369,0.9937,221.3958,220.443,226.0657,19.8856,19.932,19.5856,-1.4085,-1.3917,-1.4877,6.3901,6.3261,6.6688,-3737632768,-3703081728,-3909242880,0.6868,0.0252,0.8865,0.0667,0.0116,0.0768,-9.8849,1.1453,-1.4879,101.5847,5.5818,6.669,2437.1091,36.5385,1213.2992,224.5386,128.9748,125.4789,18.2454,0.5279,1.218,-1.4982,0.5848,-1.097,6.8414,6.1937,4.4231,-3847437312,-1129968768,-1063602304,206.1178,130.2319,128.0003,17.0516,1.0377,0.0169,-1.4129,1.6921,59.0926,6.403,6.3511,3492.7876,-3191865088,-1154473984,-1111195904,0.7019,0.732,0.8321,0.1297,0.1362,0.1497,-0.8502,-0.833,-0.9144,4.0967,4.0503,4.2613,2183.9807,2045.704,1388.6876,110.7543,110.2788,113.0879,0.3438,0.0126,0.4435,112.3225,64.4861,62.7398,103.1079,65.1147,64.0003,0.3513,0.3664,0.4164,Arborio
15162,490.762,196.8174,99.33,0.8633,138.9419,0.977,15519,0.6488,1.9815,0.7911,0.7059,0.013,0.0066,0.4984,0.9875,221.479,219.1479,214.991,12.078,11.9422,12.0286,-2.9262,-2.9496,-2.6085,15.6905,15.787,13.7354,-8063157760,-7878819840,-7557387776,0.1318,0.0296,0.8687,0.1277,0.0166,0.0472,5.5765,1.9124,-2.9175,34.6459,7.5801,15.7295,894.1395,108.414,3134.1089,223.2506,128.3072,130.3403,10.9836,0.6284,1.4475,-3.0743,1.1901,1.6683,16.6204,5.8706,7.624,-8199027200,-2423484928,-2509319424,204.4214,125.7714,129.5301,10.2506,1.2831,0.8983,-2.9425,-1.5254,1.5966,15.7466,7.5739,5.8402,-6763209216,-2319305472,-2474804224,0.6789,0.714,0.7477,0.0748,0.0787,0.0849,-2.2432,-2.2616,-1.9817,11.9483,12.028,10.6676,5240.3784,5007.6558,4684.6152,110.7162,109.5523,107.4723,0.0658,0.0148,0.4342,111.6056,64.1527,65.1708,102.1915,62.8849,64.7649,0.3393,0.3568,0.3737,Ipsala
5814,321.744,143.4409,52.3561,0.931,86.0385,0.9744,5967,0.569,2.7397,0.7058,0.5998,0.0247,0.009,0.3598,0.9857,200.5389,203.5717,215.1152,12.0052,12.0038,12.4619,-1.3142,-1.7004,-2.0722,13.8282,15.256,16.35,-2490253312,-2573042944,-2902448896,0.633,0.068,0.8436,0.0201,0.0101,0.0489,-4.8887,-1.4608,-2.072,175.3095,7.658,16.3496,2126.0837,145.908,1371.819,208.7893,128.4266,121.8459,11.1542,0.6545,1.0093,-1.8472,0.1805,0.5698,16.1473,4.3794,7.4883,-2717355264,-931216448,-829194688,191.1992,133.4501,125.5458,10.3234,0.9582,0.7531,-1.6486,-0.7255,0.8253,15.0717,6.6129,4.301,-2241437696,-1013472576,-885761344,0.5803,0.6055,0.733,0.0725,0.0757,0.0891,-0.3678,-0.3865,-0.7841,10.1691,10.2926,10.6565,2074.3425,2074.5117,1835.1621,100.1938,101.709,107.4825,0.3166,0.034,0.4215,104.3262,64.2141,60.922,95.5359,66.7258,62.773,0.2896,0.3022,0.3659,Jasmine
7198,319.289,124.738,73.9599,0.8053,95.7328,0.9835,7319,0.6717,1.6866,0.8873,0.7675,0.0173,0.0103,0.589,0.9934,198.6702,198.7094,219.1245,15.7552,15.6989,19.0549,-1.581,-1.6315,-1.4336,9.7051,10.013,8.2247,-3030850304,-3031972608,-3761249024,0.666,0.0947,0.8593,0.0134,0.0181,0.0747,-0.5013,-0.7572,-1.4333,5.1876,3.6628,8.2239,2592.6406,308.5744,1507.2506,205.4379,130.8943,117.7499,14.8681,1.0918,2.5683,-1.7675,-0.5343,0.4878,10.7586,3.1773,2.7789,-3257010176,-1202383232,-952406464,188.646,137.0186,126.3415,13.7855,2.2859,0.6191,-1.6063,-0.5903,1.173,9.762,2.8049,3.9249,-2702780928,-1330252288,-1111992960,0.5716,0.5846,0.761,0.0952,0.0961,0.1358,-0.7016,-0.7106,-0.6371,5.4347,5.6131,4.7631,2515.3586,2520.5073,1965.5929,99.3331,99.3509,109.5489,0.333,0.0473,0.4296,102.7149,65.4462,58.8803,94.3177,68.5041,63.1726,0.2857,0.2923,0.3804,Karacadag
7906,345.282,138.9759,73.0139,0.8509,100.3306,0.9767,8095,0.6582,1.9034,0.8333,0.7219,0.0176,0.0092,0.5212,0.992,216.7268,216.5761,226.3487,17.9794,18.1001,18.6012,-1.7144,-1.6917,-1.7476,7.8916,7.7329,7.8466,-4029586432,-4023987200,-4430044160,0.6687,0.0438,0.8876,0.0164,0.0106,0.0729,-8.9412,0.8094,-1.7473,356.6862,5.9318,7.8463,2841.021,97.8184,1373.1671,221.1599,129.18,123.1254,16.6848,0.6151,1.1364,-1.7963,1.0447,0.1954,8.3379,5.3895,5.534,-4205597952,-1282727168,-1153890048,203.0063,132.0556,127.1305,15.5736,1.0401,0.4258,-1.6961,0.0548,0.5362,7.7758,5.1178,5.8666,-3488246016,-1346612480,-1238243072,0.6768,0.7033,0.8291,0.1149,0.1199,0.1397,-1.1037,-1.0902,-1.148,5.0064,4.9666,5.0509,2612.0833,2509.4341,1656.6233,108.4239,108.3479,113.236,0.3344,0.0219,0.4441,110.6314,64.5901,61.5618,101.5543,66.0284,63.5654,0.3388,0.3521,0.4151,Arborio
12900,456.543,190.7326,87.107,0.8896,128.1592,0.9845,13103,0.5922,2.1896,0.7777,0.6719,0.0148,0.0068,0.4515,0.9886,238.6636,239.4653,235.3809,9.5753,9.5076,9.5919,-3.6262,-3.9226,-3.087,29.3298,31.4569,25.9417,-8062380032,-8121262592,-7822812160,0.1764,0.0171,0.9392,0.0633,0.0087,0.0373,-2.0137,0.0517,-3.9169,6.146,5.4795,31.3687,1454.9443,36.1116,1378.4961,240.7629,127.3193,129.7373,8.6287,0.4805,0.927,-3.9706,0.5414,0.9348,32.4992,2.1704,8.4466,-8214589952,-2027039744,-2113035776,221.0681,126.3141,127.8752,8.1782,0.8301,0.4657,-3.7519,-0.3639,-0.4126,30.3325,7.0541,4.0636,-6818612736,-1991971584,-2046614400,0.8173,0.8652,0.9146,0.0674,0.0708,0.0773,-2.4634,-2.6193,-1.9944,19.2257,20.0304,16.8928,3334.9885,2632.4128,1720.1403,119.3175,119.718,117.676,0.0882,0.0086,0.4695,120.3685,63.6599,64.8685,110.5215,63.1571,63.9376,0.4085,0.4325,0.4572,Ipsala
8403,464.39,224.1738,48.5751,0.9762,103.4361,0.9732,8634,0.3369,4.615,0.4896,0.4614,0.0267,0.0058,0.2129,0.9825,218.8385,219.5348,241.6448,16.6701,16.756,16.3647,-1.5919,-1.6907,-3.4966,9.7947,10.0803,17.7024,-4368721920,-4399268352,-5416122368,0.6621,0.0957,0.9476,0.0239,0.0309,0.0642,-0.4161,-0.8955,-3.4975,35.1952,3.029,17.7095,3027.373,377.1941,717.7552,224.4177,130.9693,116.9842,15.2246,1.3631,3.8078,-1.9792,-0.6246,0.8242,11.4598,2.7256,2.8438,-4608759296,-1405517184,-1096773376,206.5347,137.6625,125.9723,14.1533,3.2729,0.9791,-1.933,-0.9048,0.3613,11.0337,3.0313,3.1968,-3844167424,-1569655808,-1289853824,0.7118,0.7297,0.946,0.1059,0.1127,0.1243,-1.2236,-0.9454,-2.7081,7.5152,6.7602,12.4068,2690.9177,2580.9988,496.6676,109.4265,109.7749,120.8155,0.331,0.0478,0.4738,112.2147,65.482,58.4974,103.2714,68.823,62.9881,0.3559,0.3649,0.473,Basmati
14521,475.163,190.299,98.1145,0.8568,135.9732,0.9814,14796,0.7136,1.9396,0.8082,0.7145,0.0131,0.0068,0.5105,0.9902,240.5128,240.8683,236.6245,12.0743,12.0493,12.6556,-3.2777,-3.3695,-2.474,20.5721,21.1052,15.6813,-9240231936,-9269854208,-8921189376,0.1575,0.0188,0.9456,0.0759,0.012,0.047,0.3047,0.5532,-3.4654,16.5947,4.2108,21.7502,1416.7142,51.2155,1363.037,242.1135,127.4361,129.9539,10.942,0.5716,1.3087,-3.4263,-0.0973,0.9369,21.7894,2.623,5.0362,-9369334784,-2286394880,-2387480832,222.396,126.2006,128.1433,10.3809,1.1306,0.6709,-3.2687,-0.8388,1.0854,20.5086,5.413,5.3534,-7784488448,-2237945344,-2314502400,0.8307,0.8787,0.9274,0.0856,0.0897,0.1017,-2.2876,-2.407,-1.6997,13.5529,14.1414,10.6788,3457.9441,2603.3091,1478.2889,120.2603,120.4395,118.3203,0.0788,0.0094,0.4728,121.061,63.7174,64.9747,111.2023,63.1,64.0706,0.4154,0.4394,0.4637,Ipsala
5992,306.327,128.1564,60.1665,0.8829,87.3456,0.9789,6121,0.7223,2.13,0.8024,0.6816,0.0214,0.01,0.4645,0.9894,201.2124,203.2346,213.2455,15.0392,15.3902,16.1899,-1.8854,-1.9733,-1.9119,8.3444,8.5943,8.203,-2591921664,-2649745664,-2943683072,0.6391,0.0567,0.8363,0.0206,0.0117,0.0635,0.9137,-0.5276,-1.9117,4.0546,3.9939,8.2023,2185.9963,113.0535,1437.3773,208.5793,128.5913,122.7058,14.3197,0.7048,1.2593,-2.0369,1.0075,0.0794,8.9828,4.3095,3.8546,-2800951808,-962449152,-867996288,191.0002,132.6594,126.2425,13.172,1.2976,0.5779,-1.9511,-0.0301,1.6003,8.5106,2.6124,5.5505,-2310172928,-1030965376,-924078912,0.5807,0.6058,0.7226,0.0888,0.0928,0.1116,-1.3889,-1.4062,-1.3908,5.9947,6.0498,5.8796,2114.1909,2110.2007,1870.4701,100.5816,101.5896,106.5914,0.3196,0.0283,0.418,104.2631,64.2958,61.3548,95.4766,66.3261,63.1229,0.2902,0.3027,0.3611,Arborio
5513,328.424,149.158,47.665,0.9476,83.7817,0.9721,5671,0.7362,3.1293,0.6423,0.5617,0.0271,0.0086,0.3155,0.9873,229.6028,231.3885,242.2289,14.7131,14.9134,15.1862,-3.0862,-3.1651,-3.7224,17.4299,17.6399,20.045,-3176324864,-3230706432,-3569227008,0.6428,0.0525,0.9499,0.0311,0.0136,0.0596,-4.8725,-1.2327,-3.7226,110.7586,5.044,20.0466,2003.3247,92.8129,457.8951,234.2207,128.8357,122.4143,13.6116,0.625,1.6271,-3.3469,0.4102,1.112,18.9873,8.2859,5.1802,-3314443776,-889219776,-794500608,215.3196,133.1794,126.2496,12.7444,1.527,0.6313,-3.2449,-1.2806,1.5922,18.0399,4.696,5.496,-2758372608,-956810944,-850318144,0.7771,0.8103,0.962,0.0973,0.1024,0.1169,-2.4538,-2.353,-2.9919,12.3953,12.0299,14.3108,1562.0339,1387.4175,197.4311,114.8148,115.7036,121.1372,0.3216,0.0263,0.475,117.1216,64.4219,61.2008,107.6702,66.5966,63.1249,0.3887,0.4053,0.4812,Jasmine
7819,345.704,142.1341,70.8211,0.867,99.7771,0.9791,7986,0.638,2.0069,0.8222,0.702,0.0182,0.0091,0.4928,0.989,218.4626,217.0826,228.5718,16.3459,16.2556,16.4939,-1.2235,-1.2244,-1.3836,5.6707,5.617,6.2933,-4048864256,-3993223424,-4467199488,0.6858,0.0504,0.8964,0.0219,0.0099,0.0647,-19.7932,0.4763,-1.3836,617.5297,4.8787,6.2934,2767.8794,121.0939,1286.135,221.9647,129.9889,122.5419,14.8898,0.6532,1.0689,-1.3148,-0.0632,-0.4993,6.0937,3.4594,5.6342,-4186231552,-1286202368,-1129273216,203.9245,132.8889,127.6789,13.9877,0.9317,0.4675,-1.2461,-0.2067,-0.7586,5.7192,7.1937,1.597,-3478946816,-1350367232,-1236304384,0.6852,0.7085,0.8443,0.1075,0.1118,0.1291,-0.8242,-0.8079,-0.9196,3.9022,3.8454,4.1683,2582.5601,2489.449,1554.5399,109.2516,108.5623,114.3071,0.3428,0.0252,0.4483,111.0019,64.9956,61.2708,101.9798,66.4431,63.8394,0.3427,0.3544,0.4223,Arborio
5079,316.828,146.1263,45.1595,0.951,80.4163,0.9721,5225,0.452,3.2358,0.6358,0.5503,0.0288,0.0089,0.3029,0.98,216.5983,218.8689,225.7114,13.9569,14.1954,14.0159,-2.2303,-2.2739,-2.5593,12.3413,12.3922,13.7965,-2576468992,-2636042240,-2818184448,0.6247,0.0406,0.8851,0.0265,0.0108,0.055,0.1147,0.0307,-2.5587,4.5934,2.5374,13.7944,1857.7001,55.6482,930.4987,222.6316,128.1313,124.1792,12.9895,0.5093,1.1154,-2.4232,0.7936,0.0612,13.3353,5.6989,2.3512,-2733313536,-809362560,-755360192,204.0551,131.3308,126.3176,12.0887,0.938,0.5656,-2.3036,-0.0668,0.8405,12.5822,3.3734,3.6269,-2259532544,-854647360,-784304704,0.6788,0.7119,0.823,0.0888,0.0939,0.1044,-1.5296,-1.4961,-1.7532,8.6479,8.4913,9.3569,1730.8903,1652.8373,1205.9818,108.3296,109.4632,112.8817,0.3124,0.0203,0.4427,111.3446,64.0649,62.091,102.0531,65.6639,63.16,0.3396,0.3561,0.4117,Jasmine
